prolific_id,viss.aims.1,viss.aims.2,viss.aims.3,viss.coi.1,viss.coi.2,viss.consensus.1,viss.consensus.2,viss.fallible.1,viss.fallible.2,viss.ir,viss.nonsubj.1,viss.nonsubj.2,viss.pluralism.1,viss.pluralism.3,viss.stdpt,viss.value.conflict,viss.vfi.1,viss.vfi.2,viss.wait.policy,coss.1,coss.2,coss.3,coss.4,coss.5,coss.6,gss_college,gss_congress,gss_k12,gss_companies,gss_medicine,gss_science,effect,scientism.reality,scientism.higher.pow,scientism.truth,scientism.knowledge,scientism.morality,scientism.evolution,scientism.questions,scientism.problems,scientism.malleabl,scientism.critique,scientism.benefits,scientism.value,osi.timer_firstclick,osi.timer_lastclick,osi.timer_pagesubmit,osi.timer_clickcount,osi.radioactive,osi.nitrogen,osi.copernicus.1,osi.copernicus.2,osi.valid,osi.prob1,osi.prob2,osi.die,osi.bucks,osi.lillypad,osi.lasers,osi.electrons,osi.antibiotics,age,gender_id,gender_lived,race_ethnicity,religious,occupation,politics,party,rwa.conservatism.1,rwa.conservatism.2,rwa.conservatism.3,rwa.conservatism.4,rwa.conservatism.5,rwa.conservatism.6,rwa.traditionalism.1,rwa.traditionalism.2,rwa.traditionalism.3,rwa.traditionalism.4,rwa.traditionalism.5,rwa.traditionalism.6,rwa.authoritarianism.1,rwa.authoritarianism.2,rwa.authoritarianism.3,rwa.authoritarianism.4,rwa.authoritarianism.5,rwa.authoritarianism.6,coss,scientism,rwa.conservatism,rwa.traditionalism,rwa.authoritarianism,rwa,occ_prestige,osi_score
62a7865e2031eb2a23dc8a23164a812016ec75a95f963fcca67ffad5,7,1,5,6,5,6,3,6,7,7,5,7,6,7,5,5,2,6,7,6,7,6,7,7,7,2,4,3,3,3,2,3,3,3,4,3,3,2,3,3,3,4,3,2,41.633,134.882,137.075,20,FALSE,Oxygen,Earth goes around the Sun,1 year,The first way,Yes,Yes,NA,10,47,TRUE,FALSE,TRUE,43,Man/Male,Man/Male,Black: A person having origins in any of the Black racial groups of Africa,7,Computer Software Engineer,7,Republican,2,3,1,6,5,5,1,2,1,1,3,7,6,2,1,3,2,6,6.666666666666667,3,3.6666666666666665,2.5,3.3333333333333335,3.1666666666666665,71.95,4
c690df9c5ece35a8ba66abf15fd28f749416db51b38d1d8e829ab870,6,6,5,5,5,3,2,3,2,3,3,1,2,3,4,3,3,3,4,5,6,6,6,6,5,3,3,4,2,5,4,3,4,3,4,4,2,3,2,4,4,3,4,4,3.545,71.434,85.115,13,FALSE,Hydrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,6,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Mechanical Engineer,4,Independent,4,3,4,4,4,3,3,5,6,4,3,1,4,3,3,3,5,5,5.666666666666667,3.4166666666666665,3.6666666666666665,3.6666666666666665,3.8333333333333335,3.7222222222222223,73.91,9
a6ab0b4bc53cc52bb007b0c6e8dc60e0209dbcbf27f50579ff803da9,7,7,6,1,2,2,3,1,2,5,6,7,4,6,6,5,7,2,5,6,7,7,1,1,7,5,5,4,5,5,5,3,3,4,4,4,5,5,4,5,4,4,5,4,2.727,157.074,169.942,49,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,7,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,4-year University,2,Democrat,3,4,2,2,4,1,1,6,7,4,7,1,4,6,6,3,5,7,4.833333333333333,4.25,2.6666666666666665,4.333333333333333,5.166666666666667,4.055555555555555,NA,10
8bf4eff22b89285d97f8e2ee815106da1e31adc77236107b807c3040,5,4,1,4,4,2,2,3,5,5,4,3,5,5,5,4,5,2,3,5,3,5,3,6,3,2,3,2,3,4,3,3,3,2,2,2,4,3,3,4,4,2,4,3,4.859,115.447,119.378,13,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,100,47,TRUE,TRUE,TRUE,29,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",5,Other - Engineering Technician,6,Republican,7,2,6,3,2,3,4,3,1,4,2,7,6,3,5,3,5,3,4.166666666666667,3,3.8333333333333335,3.5,4.166666666666667,3.8333333333333335,66.87,7
964927310c0d627b4c580d9e878da73ab0159c353d06fcdeaee2b2d3,6,6,4,3,6,2,1,2,2,2,3,6,2,4,4,3,5,2,3,4,4,4,6,6,5,1,1,3,3,4,3,3,3,3,3,3,3,4,3,5,3,2,4,3,3.17,103.616,107.634,13,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,51,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Painter and/or Paperhanger,6,Republican,4,6,4,3,4,4,4,4,6,2,4,2,4,2,4,3,4,4,4.833333333333333,3.25,4.166666666666667,3.6666666666666665,3.5,3.7777777777777777,26.96,10
a46b1a86720868b92c9549e4b05b6a20a5468ed91405c6e90f1c0e3d,6,4,4,4,6,2,3,3,5,5,5,5,4,4,5,4,5,4,4,5,4,4,5,3,5,3,2,3,3,3,3,3,3,2,3,4,NA,4,4,5,3,3,4,4,2.517,78.422,87.03,13,FALSE,Carbon Dioxide,Earth goes around the Sun,1 year,The second way,No,Yes,500,100,30,FALSE,TRUE,TRUE,29,Woman/Female,Woman/Female,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",1,Other - Office and Administrative Support Worker,3,Democrat,5,4,4,4,4,3,3,5,5,3,3,2,4,3,4,4,5,4,4.333333333333333,NA,4,3.5,4,3.8333333333333335,42.51,8
41ddf23b36348508e578c0febb275c4c1fd9e58c1f3ca7ea1fbc5ad3,6,6,6,6,7,6,1,2,2,6,6,7,2,2,6,6,2,7,6,2,1,2,2,7,2,2,1,2,1,2,2,2,3,2,3,3,3,3,3,2,3,2,3,3,2.583,145.609,151.462,29,TRUE,Oxygen,Earth goes around the Sun,1 day,The second way,No,No,1000,1,24,TRUE,FALSE,FALSE,29,Woman/Female,Woman/Female,Black: A person having origins in any of the Black racial groups of Africa,3,Medical Assistant,1,Democrat,7,3,6,6,2,3,6,6,6,2,7,2,2,2,2,2,6,1,2.6666666666666665,2.75,4.5,4.833333333333333,2.5,3.944444444444444,55.25,4
73ef3465ae3637367fc26e616b399c64076004caa4283447460fb4e3,7,6,5,5,7,5,2,2,4,6,6,6,5,3,5,1,2,4,5,3,2,3,7,5,3,2,2,2,3,3,3,3,3,2,3,3,4,1,2,3,3,2,4,4,4.623,173.156,176.14,25,FALSE,Oxygen,Earth goes around the Sun,1 month,The second way,No,Yes,400,10,24,FALSE,TRUE,FALSE,53,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",5,Retired,7,Republican,1,7,2,3,6,2,6,1,2,7,3,7,5,3,4,3,6,2,3.8333333333333335,2.8333333333333335,3.5,4.333333333333333,3.8333333333333335,3.888888888888889,NA,8
d281787b56fe13dc240bbad8959b2fcae8e232f20f771918a5fa32e2,5,4,4,7,7,7,3,2,2,7,6,6,2,2,1,4,7,5,2,2,3,3,7,4,1,1,1,1,1,1,1,2,3,3,4,2,2,3,2,3,3,2,3,3,6.264,266.821,267.933,47,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,19,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,more than 6 months,6,Independent,3,6,3,6,5,3,6,1,2,6,1,5,4,1,4,2,7,1,3.3333333333333335,2.75,4.333333333333333,3.5,3.1666666666666665,3.6666666666666665,NA,10
895e774f96d7bae3d1a8f67a9fee8039d2e492c8f8eef36c8ebdd895,6,6,2,5,4,2,1,2,3,5,4,3,5,2,6,4,5,1,2,6,5,4,6,6,6,3,3,4,2,3,4,3,4,3,3,4,3,4,3,4,3,2,4,4,3.202,203.159,207.853,21,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,31,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",2,Human Resources Manager,5,Republican,4,3,3,3,4,3,3,4,7,2,3,2,4,5,3,5,3,4,5.5,3.4166666666666665,3.3333333333333335,3.5,4,3.611111111111111,54.12,10
1494dcc91cff97f04020c0960de478a2df3aa42f149c93cd159e0be2,6,6,6,4,4,3,2,3,4,4,3,4,4,6,5,4,6,3,5,6,4,4,6,6,6,2,1,3,1,3,4,3,3,3,4,3,4,4,3,4,4,2,4,4,4.873,233.837,234.529,26,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,6,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race,White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,4-year University,2,Independent,2,6,2,6,6,2,4,4,7,4,6,2,2,6,2,6,2,6,5.333333333333333,3.5,4,4.5,4,4.166666666666667,NA,10
3e8c3cc43fbbf1a9bad7b43cd9f4f612b622bb5c42ec633a9af3d9ea,6,6,4,2,5,2,1,1,4,5,2,3,2,2,5,4,4,1,4,3,2,4,2,3,6,3,3,3,3,4,4,3,3,1,3,3,1,2,1,4,3,2,3,2,8.715,98.911,110.338,13,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,32,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",4,Computer Programmer,3,Republican,6,6,6,3,4,5,5,5,3,7,3,7,4,6,2,5,3,6,3.3333333333333335,2.3333333333333335,5,5,4.333333333333333,4.777777777777778,69.27,9
5d282d0544d5cfa7aeded438ed6f010599290375813c61ed9ddd3ff2,7,6,4,5,6,3,3,2,2,4,5,3,1,3,5,5,6,3,3,6,5,5,6,6,5,4,4,5,4,5,5,3,3,4,3,3,4,4,3,4,4,3,3,3,38.687,356.158,359.696,37,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,7,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Postsecondary Teacher - Psychology,1,Democrat,5,5,4,4,5,3,3,6,7,3,5,2,3,5,3,6,3,5,5.5,3.4166666666666665,4.333333333333333,4.333333333333333,4.166666666666667,4.277777777777778,67.63,10
6324b5ba9e86242f8fba753bd1a3d08062077a1fb6ba91d4620240ce,1,5,4,4,4,3,2,5,5,5,5,6,1,3,7,4,4,6,3,6,3,7,1,1,6,2,2,3,2,5,4,3,4,2,4,2,4,3,3,4,4,3,3,4,2.292,124.348,127.2,16,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,TRUE,TRUE,FALSE,10,Woman/Female,Woman/Female,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",5,NA,4,Independent,3,7,3,5,7,1,4,1,2,7,1,7,4,5,4,6,4,4,4,3.3333333333333335,4.333333333333333,3.6666666666666665,4.5,4.166666666666666,NA,9
bc023815445b3129cc6c421ad830f4da35983cc7facb7a0d56234184,6,6,4,5,7,3,1,1,5,7,7,3,3,6,4,1,7,6,5,5,3,5,3,5,3,3,1,3,1,3,2,3,3,3,3,4,2,4,3,2,5,3,4,2,2.86,200.069,215.947,15,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,TRUE,TRUE,TRUE,3,Man/Male,Man/Male,"Hispanic: A person of Mexican, Puerto Rican, Cuban, Central, or South America, or other Spanish culture or origin, regardless of race,White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",4,NA,4,Independent,2,6,2,5,5,1,2,5,2,5,1,3,5,1,3,2,3,2,4,3.1666666666666665,3.5,3,2.6666666666666665,3.0555555555555554,NA,7
7fb1dc34a5d5d5f5b9664549b640b1802e5ca7410f69a1e39274f495,7,4,4,7,7,6,3,1,5,5,6,6,3,1,1,2,6,2,5,2,1,3,5,3,3,1,1,3,3,2,2,2,2,1,3,4,3,4,3,1,3,1,3,5,3.362,152.113,159.183,27,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,20,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Supervisor/Manager of Production Workers,5,Independent,7,5,3,4,5,4,6,1,4,6,1,6,6,1,6,1,7,2,2.8333333333333335,2.75,4.666666666666667,4,3.8333333333333335,4.166666666666667,54.73,10
be673e74cf9b4af38d4949fae53c5550315e9a0007759d8e0ca85e8e,6,2,1,5,6,2,1,2,2,2,6,3,6,5,2,2,5,2,2,3,4,4,6,6,5,3,1,2,3,5,4,3,4,3,3,4,3,4,4,1,3,3,3,4,2.589,186.87,189.532,16,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,FALSE,47,Man/Male,Man/Male,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",1,Computer Support Specialist,6,Republican,7,3,6,2,3,5,2,2,6,3,4,3,5,1,6,1,7,2,4.666666666666667,3.25,4.333333333333333,3.3333333333333335,3.6666666666666665,3.7777777777777777,52.93,10
e1a2d622e43a25315a40f64425b3310d30cf87d0411efefc864e25b4,7,7,3,1,4,2,2,2,1,4,7,6,3,5,6,2,7,6,6,1,6,7,1,1,7,3,2,3,2,4,5,3,4,5,4,4,3,4,3,5,4,3,4,3,2.475,199.979,209.248,54,FALSE,Hydrogen,Earth goes around the Sun,1 year,The second way,No,Yes,300,10,24,FALSE,TRUE,FALSE,6,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Forest and Conservation Worker,2,Independent,2,7,2,6,6,3,3,7,7,3,6,1,3,4,5,4,5,4,3.8333333333333335,3.8333333333333335,4.333333333333333,4.5,4.166666666666667,4.333333333333333,52.6,9
1eb5d7f9eda312b00f9e83f15420edcc4b17b998a284545bf157bb07,7,7,5,7,6,5,1,6,6,6,4,5,6,6,4,6,6,6,6,6,3,5,2,2,4,1,2,2,3,2,3,3,3,1,4,3,2,3,3,4,3,2,3,3,5.418,151.856,154.848,28,FALSE,Carbon Dioxide,Earth goes around the Sun,1 year,The second way,No,Yes,500,100,47,TRUE,TRUE,NA,7,Man/Male,Man/Male,"Asian or Pacific Islander: A person having origins in any of the original peoples of the Far East, Southeast Asia, the Indian subcontinent or the Pacific Islands",2,1-3 months,6,Independent,7,3,4,3,4,4,2,2,1,7,1,7,5,2,7,1,7,4,3.6666666666666665,2.8333333333333335,4.166666666666667,3.3333333333333335,4.333333333333333,3.9444444444444446,NA,7
280342e29e734649c4a3dbdaadf93bf4aeb50a48badfb372b286e850,6,2,1,4,5,3,1,1,2,2,5,7,2,3,4,2,6,2,5,6,5,7,4,1,6,2,2,3,3,4,4,3,3,2,3,3,3,3,2,5,4,3,4,3,3.616,87.982,100.587,20,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,NA,FALSE,32,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",3,Logistics Manager,6,Republican,4,7,4,5,6,2,5,3,3,5,2,5,2,2,3,3,6,7,4.833333333333333,3.1666666666666665,4.666666666666667,3.8333333333333335,3.8333333333333335,4.111111111111112,55.96,9
0fee9713d757923ecfaa4288cb729beba0ca48e5ac6f6bc8cd270e07,7,6,2,2,5,2,1,2,3,2,2,2,5,2,4,3,6,2,4,7,7,7,1,1,7,3,2,3,2,3,5,3,4,3,5,3,4,4,4,5,4,4,3,3,8.103,179.221,188.607,15,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,100,47,FALSE,FALSE,TRUE,14,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,more than 6 months,3,Independent,3,6,3,5,6,3,3,6,7,3,4,1,1,6,2,6,6,7,5,3.8333333333333335,4.333333333333333,4,4.666666666666667,4.333333333333333,NA,7
ee0c75a52f24517cf0ae310c2c28d639b26640e53d1a0fd91d038b91,6,5,5,3,4,2,1,2,1,4,4,2,2,4,6,5,2,1,2,6,6,7,6,1,4,5,2,3,2,4,5,3,4,3,3,3,3,3,3,4,3,3,3,3,4.53,294.14,303.158,16,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,24,FALSE,TRUE,FALSE,36,Woman/Female,Woman/Female,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",1,Business Operations Specialist,2,Independent,5,7,3,6,5,3,4,5,6,2,5,2,4,5,3,4,4,4,5,3.1666666666666665,4.833333333333333,4,4,4.277777777777778,57.48,10
9b66f8611d1a15a20704310676dd4be439e90f0b3294cde3f404acda,6,7,5,6,6,2,1,1,5,4,5,6,2,3,7,5,7,3,5,6,5,6,6,1,5,3,1,3,2,5,4,3,3,3,3,3,3,3,3,4,4,2,4,3,9.885,186.78,190.415,36,FALSE,Oxygen,Earth goes around the Sun,1 year,The second way,No,Yes,500,100,24,FALSE,TRUE,FALSE,23,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",6,Other - Plant and System Operator,4,Independent,3,5,1,6,6,1,3,5,3,1,3,1,3,4,2,6,1,7,4.833333333333333,3.1666666666666665,3.6666666666666665,2.6666666666666665,3.8333333333333335,3.388888888888889,49.11,9
7d38783f36b4203dd48fe23f632a3d14099633788cb55e513ececcba,6,6,6,3,5,2,2,2,5,6,6,7,3,6,6,4,6,6,6,5,5,6,6,6,6,3,2,3,3,4,4,3,2,3,4,2,3,2,3,4,3,2,4,3,7.972,149.811,152.324,19,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,1,24,TRUE,TRUE,TRUE,29,Woman/Female,Woman/Female,Other (please specify),1,Photographer,3,Democrat,4,5,4,3,3,2,4,4,6,2,6,1,2,3,4,3,2,3,5.666666666666667,2.9166666666666665,3.5,3.8333333333333335,2.8333333333333335,3.388888888888889,54.56,8
a05424644f951dc2747ce32338be59b16261afa49747c433f54b6280,6,1,7,7,7,7,1,1,7,4,7,7,4,2,1,3,1,7,5,6,2,1,2,7,3,1,1,1,1,3,2,2,3,3,1,3,3,2,2,3,2,1,3,2,2.301,225.116,227.53,45,FALSE,Nitrogen,Earth goes around the Sun,1 year,The second way,No,Yes,500,10,47,FALSE,TRUE,TRUE,22,Man/Male,Man/Male,"White: A person having origins in any of the original peoples of Europe, North Africa, or the Middle East",2,more than 6 months,5,Independent,4,3,4,2,2,2,3,1,1,4,2,6,5,2,3,2,3,2,3.5,2.3333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,NA,9
